#OTU ID	S1-bottom	S1-sediment	S2-surface	S2-bottom	S2-sediment	S3-surface	S3-bottom	S3-sediment	S4-surface	S4-bottom	S4-sediment	S5-surface	S5-bottom	S5-sediment	S6-surface	S6-bottom	S6-sediment	S7-surface	S7-bottom	S7-sediment	S8-surface	S8-bottom	S8-sediment	S9-surface	S9-bottom	S9-sediment	S10-surface	S10-bottom	S10-sediment	S11-surface	S11-bottom	S11-sediment	S12-surface	S12-bottom	S12-sediment	S13-surface	S13-bottom	S13-sediment	S14-surface	S14-bottom	S14-sediment	C1-surface	C1-bottom	C1-sediment	C2-surface	C2-sediment	C3-surface	C3-sediment	C4-surface	C4-bottom	C4-sediment	C5-surface	C5-bottom	C5-sediment	C10-surface	C10-sediment	C11-surface	C11-bottom	C11-sediment	C12-surface	C12-bottom	C13-surface	C13-bottom	C13-sediment	C14-surface	C14-bottom	C14-sediment	N1-surface	N1-bottom	N1-sediment	N2-surface	N2-bottom	N3-surface	N3-sediment	N4-surface	N4-sediment	N5-surface	N5-sediment	N6-surface	N7-surface	N7-sediment	N8-surface	N8-sediment	N9-surface	N9-sediment	N10-surface	N10-sediment	N11-surface	N11	N12-surface	N12-sediment	N13-surface	N13-sediment	N14-surface	N14-sediment	N15-surface	N15-sediment	N16-surface	N16-bottom	N16-sediment
Zotu1695	10	0	9	18	0	4	14	0	3	8	0	10	9	0	3	0	0	4	0	0	18	0	0	5	6	0	0	9	0	3	18	0	11	15	0	1	4	0	13	0	0	3	3	0	3	0	3	0	0	9	0	8	11	0	13	0	1	3	0	4	2	3	9	0	2	2	0	3	0	0	0	0	0	0	4	1	2	0	7	3	0	3	0	1	0	4	0	6	0	0	0	8	0	2	0	1	0	1	0	0
Zotu1696	1	0	0	2	2	0	1	9	0	0	24	0	5	8	0	1	6	0	0	17	0	0	2	0	0	14	0	0	12	0	1	5	0	0	0	0	0	2	0	0	7	0	0	34	0	3	0	40	0	0	0	0	0	11	0	0	0	1	4	0	0	0	3	4	0	8	10	0	0	18	0	1	0	17	0	0	0	1	0	0	1	0	7	0	54	0	5	0	0	0	0	0	9	0	14	0	1	0	4	4
Zotu1697	0	2	0	0	3	0	0	11	0	0	11	0	0	4	0	0	3	0	0	20	0	0	2	0	0	16	0	0	4	0	0	6	0	0	36	0	0	0	0	0	7	0	0	42	0	13	0	4	0	0	0	0	0	10	0	5	0	0	21	0	0	0	0	21	0	0	10	0	0	19	0	0	0	20	0	1	0	6	0	0	0	0	0	0	13	0	20	0	3	0	0	0	3	0	2	0	4	0	0	20
Zotu1698	0	8	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	13	0	1	41	0	0	29	0	1	31	0	6	11	0	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	33	0	18	0	0	32	0	0	0	13	0	37	0	12	0	3	0	4	0	13	0	6	0	1	18
Zotu1699	0	0	0	0	13	0	0	0	0	0	10	0	0	77	0	0	1	0	0	0	0	0	4	0	0	100	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	25	0	0	1	0	0	0	0	4	0	0	13	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	13	0	0	0	0	0	6	0	0	0
Zotu1700	0	1	0	0	0	0	0	2	0	0	2	0	0	54	0	0	23	0	0	58	0	0	19	0	0	1	0	0	0	0	0	1	0	0	4	0	7	0	0	0	2	0	0	0	0	9	0	0	0	0	1	0	0	0	0	13	0	0	18	0	0	0	0	2	0	0	81	0	0	2	0	0	0	14	0	2	0	34	0	0	62	0	2	0	1	0	2	0	0	0	11	0	0	0	6	0	0	0	2	0
Zotu1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1702	0	0	0	0	7	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	316	0	0	0	0	0	1	0	0	0	0	0
Zotu1703	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	38	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7
Zotu1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	332	0	0	0	0	0	11	0	0	0	0	0	12	0	0	0
Zotu1705	30	0	0	4	0	0	19	0	0	11	0	0	9	0	0	4	0	0	25	0	0	4	0	0	24	0	0	18	0	0	28	0	0	18	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0	16	0	1	13	0	0	0	0	24	2	0	13	0	14	0	0	2	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	0
Zotu1706	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	157	0	28	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1707	0	0	0	0	4	0	0	0	0	0	0	0	0	56	0	0	8	0	0	21	0	0	13	0	0	25	0	0	3	0	0	3	0	0	4	0	0	18	0	0	19	0	0	0	0	14	0	139	0	0	0	0	0	13	0	16	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	2	0	2	0	0	9	0	3	0	1	0	32	0	0	0	7	0	2	0	9	0	45	0	0	9
Zotu1708	42	0	0	12	0	0	5	0	0	2	0	0	9	0	0	1	0	0	31	0	0	12	0	0	32	0	0	17	0	0	12	0	0	8	0	0	26	0	0	14	0	0	14	0	0	0	0	0	0	18	0	0	14	0	0	0	0	10	0	0	13	0	23	0	0	7	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0
Zotu1709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
Zotu1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	20	0	0	20	0	0	56	0	0	0	23	0	0	0	19	0	0	0	0	117	1	0	0	0	0	0	0	5	0	7	0	0	0	28	0	0	64
Zotu1711	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	3	0	0	48	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	1	0	95	0	39	0	78	0	0	0	0	0	16	0	0	0	5	0	0	0
Zotu1712	0	0	0	0	9	0	1	0	0	0	9	0	0	53	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	12	0	9	0	0	3	0	0	0	0	0	0	0	12	0	0	6	0	0	0	29	0	0	0	0	0	0	53	0	0	0	1	0	0	0	0	0	0	0	14	0	25	0	0	0	0	3
Zotu1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	38	0	8	4	2	3	66	4	58	1	0	1	0	0	0	9	0	0	4	0	2	31	10	13	5	37	0	3	5	11	0
Zotu1714	0	3	0	0	17	0	0	8	0	0	44	0	0	24	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	25	0	0	21	0	0	0	0	0	24	0	0	28	0	6	0	78	0	0	0	0	0	2	0	4	0	0	4	0	0	0	0	1	0	0	6	0	0	10	0	0	0	0	0	17	0	54	0	0	24	0	4	0	18	0	0	0	11	0	26	0	21	0	33	0	6	0	2	2
Zotu1715	0	16	0	0	20	0	0	0	0	0	0	0	0	31	0	0	26	0	0	13	0	0	3	0	0	0	0	0	0	0	0	6	0	0	61	0	0	9	0	0	13	0	0	0	0	8	0	8	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	1	0	0	0	43	0	0	0	4	0	32	0	7	0	0	49	0	0	0	0	0	0	0	0	0	2	0	12	0	6	0	0	0	0	32
Zotu1716	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	0	0	6	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	47	0	3	0	11	0	0	0	0	0	2	0	6	0	0	12	0	0	0	0	33	0	0	3	0	0	3	0	0	0	56	0	7	0	33	0	0	5	0	8	0	53	0	16	0	19	0	2	0	2	0	8	0	12	0	0	4
